,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
13900,Montreal,1976,Aquatics,Diving,"ALEINIK, Vladimir",URS,Men,10m platform,M,Bronze
13901,Montreal,1976,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10m platform,M,Gold
13902,Montreal,1976,Aquatics,Diving,"LOUGANIS, Gregory",USA,Men,10m platform,M,Silver
13903,Montreal,1976,Aquatics,Diving,"WILSON, Deborah Keplar",USA,Women,10m platform,W,Bronze
13904,Montreal,1976,Aquatics,Diving,"VAYTSEKHOVSKAYA, Elena",URS,Women,10m platform,W,Gold
13905,Montreal,1976,Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",SWE,Women,10m platform,W,Silver
13906,Montreal,1976,Aquatics,Diving,"KOSENKOV, Aleksandr",URS,Men,3m springboard,M,Bronze
13907,Montreal,1976,Aquatics,Diving,"BOGGS, Philip George",USA,Men,3m springboard,M,Gold
13908,Montreal,1976,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,3m springboard,M,Silver
13909,Montreal,1976,Aquatics,Diving,"POTTER-MCINGVALE, Cynthia",USA,Women,3m springboard,W,Bronze
13910,Montreal,1976,Aquatics,Diving,"CHANDLER, Jennifer Kay",USA,Women,3m springboard,W,Gold
13911,Montreal,1976,Aquatics,Diving,"KÖHLER, Christa",GDR,Women,3m springboard,W,Silver
13912,Montreal,1976,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Bronze
13913,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,100m backstroke,M,Gold
13914,Montreal,1976,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,100m backstroke,M,Silver
13915,Montreal,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,100m backstroke,W,Bronze
13916,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,100m backstroke,W,Gold
13917,Montreal,1976,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,100m backstroke,W,Silver
13918,Montreal,1976,Aquatics,Swimming,"YOZAITIS, Arvidas",URS,Men,100m breaststroke,M,Bronze
13919,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Gold
13920,Montreal,1976,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,100m breaststroke,M,Silver
13921,Montreal,1976,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,100m breaststroke,W,Bronze
13922,Montreal,1976,Aquatics,Swimming,"ANKE, Hannelore",GDR,Women,100m breaststroke,W,Gold
13923,Montreal,1976,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,100m breaststroke,W,Silver
13924,Montreal,1976,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,100m butterfly,M,Bronze
13925,Montreal,1976,Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,100m butterfly,M,Gold
13926,Montreal,1976,Aquatics,Swimming,"BOTTOM, Joseph Stuart",USA,Men,100m butterfly,M,Silver
13927,Montreal,1976,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",USA,Women,100m butterfly,W,Bronze
13928,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m butterfly,W,Gold
13929,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,100m butterfly,W,Silver
13930,Montreal,1976,Aquatics,Swimming,"NOCKE, Peter",FRG,Men,100m freestyle,M,Bronze
13931,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,100m freestyle,M,Gold
13932,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Jack, Jr.",USA,Men,100m freestyle,M,Silver
13933,Montreal,1976,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,100m freestyle,W,Bronze
13934,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m freestyle,W,Gold
13935,Montreal,1976,Aquatics,Swimming,"PRIEMER, Petra",GDR,Women,100m freestyle,W,Silver
13936,Montreal,1976,Aquatics,Swimming,"HOLLAND, Stephen",AUS,Men,1500m freestyle,M,Bronze
13937,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,1500m freestyle,M,Gold
13938,Montreal,1976,Aquatics,Swimming,"HACKETT, Robert William",USA,Men,1500m freestyle,M,Silver
13939,Montreal,1976,Aquatics,Swimming,"HARRIGAN, Daniel Lee",USA,Men,200m backstroke,M,Bronze
13940,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m backstroke,M,Gold
13941,Montreal,1976,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,200m backstroke,M,Silver
13942,Montreal,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,200m backstroke,W,Bronze
13943,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,200m backstroke,W,Gold
13944,Montreal,1976,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200m backstroke,W,Silver
13945,Montreal,1976,Aquatics,Swimming,"COLELLA, Richard Phillip Jr.",USA,Men,200m breaststroke,M,Bronze
13946,Montreal,1976,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Gold
13947,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200m breaststroke,M,Silver
13948,Montreal,1976,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,200m breaststroke,W,Bronze
13949,Montreal,1976,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,200m breaststroke,W,Gold
13950,Montreal,1976,Aquatics,Swimming,"YURCHENYA, Marina",URS,Women,200m breaststroke,W,Silver
13951,Montreal,1976,Aquatics,Swimming,"FORRESTER, William Ronald, Jr.",USA,Men,200m butterfly,M,Bronze
13952,Montreal,1976,Aquatics,Swimming,"BRUNER, Michael Lee",USA,Men,200m butterfly,M,Gold
13953,Montreal,1976,Aquatics,Swimming,"GREGG, Steven Garrett",USA,Men,200m butterfly,M,Silver
13954,Montreal,1976,Aquatics,Swimming,"KOTHER-GABRIEL, Rosemarie",GDR,Women,200m butterfly,W,Bronze
13955,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,200m butterfly,W,Gold
13956,Montreal,1976,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,200m butterfly,W,Silver
13957,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,200m freestyle,M,Bronze
13958,Montreal,1976,Aquatics,Swimming,"FURNISS, Bruce Macfarlane",USA,Men,200m freestyle,M,Gold
13959,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m freestyle,M,Silver
13960,Montreal,1976,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,200m freestyle,W,Bronze
13961,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200m freestyle,W,Gold
13962,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200m freestyle,W,Silver
13963,Montreal,1976,Aquatics,Swimming,"RASKATOV, Vladimir",URS,Men,400m freestyle,M,Bronze
13964,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,400m freestyle,M,Gold
13965,Montreal,1976,Aquatics,Swimming,"SHAW, Timothy Andrew",USA,Men,400m freestyle,M,Silver
13966,Montreal,1976,Aquatics,Swimming,"SMITH, Shannon",CAN,Women,400m freestyle,W,Bronze
13967,Montreal,1976,Aquatics,Swimming,"THÜMER, Petra",GDR,Women,400m freestyle,W,Gold
13968,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,400m freestyle,W,Silver
13969,Montreal,1976,Aquatics,Swimming,"SMIRNOV, Andrei",URS,Men,400m individual medley,M,Bronze
13970,Montreal,1976,Aquatics,Swimming,"STRACHAN, Rodney",USA,Men,400m individual medley,M,Gold
13971,Montreal,1976,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,400m individual medley,M,Silver
13972,Montreal,1976,Aquatics,Swimming,"SMITH, Rebecca",CAN,Women,400m individual medley,W,Bronze
13973,Montreal,1976,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,400m individual medley,W,Gold
13974,Montreal,1976,Aquatics,Swimming,"GIBSON, Cheryl",CAN,Women,400m individual medley,W,Silver
13975,Montreal,1976,Aquatics,Swimming,"AMUNDRUD, Gail",CAN,Women,4x100m freestyle relay,W,Bronze
13976,Montreal,1976,Aquatics,Swimming,"CLARK, Barbara Lynny",CAN,Women,4x100m freestyle relay,W,Bronze
13977,Montreal,1976,Aquatics,Swimming,"JARDIN, Anne Elizabeth",CAN,Women,4x100m freestyle relay,W,Bronze
13978,Montreal,1976,Aquatics,Swimming,"SMITH, Rebecca",CAN,Women,4x100m freestyle relay,W,Bronze
13979,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,4x100m freestyle relay,W,Gold
13980,Montreal,1976,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",USA,Women,4x100m freestyle relay,W,Gold
13981,Montreal,1976,Aquatics,Swimming,"PEYTON, Kim Marie",USA,Women,4x100m freestyle relay,W,Gold
13982,Montreal,1976,Aquatics,Swimming,"STERKEL, Gillian Ann",USA,Women,4x100m freestyle relay,W,Gold
13983,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,4x100m freestyle relay,W,Silver
13984,Montreal,1976,Aquatics,Swimming,"HEMPEL, Claudia",GDR,Women,4x100m freestyle relay,W,Silver
13985,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,4x100m freestyle relay,W,Silver
13986,Montreal,1976,Aquatics,Swimming,"PRIEMER, Petra",GDR,Women,4x100m freestyle relay,W,Silver
13987,Montreal,1976,Aquatics,Swimming,"KRAUS, Michael",FRG,Men,4x100m medley relay,M,Bronze
13988,Montreal,1976,Aquatics,Swimming,"KUSCH, Walter",FRG,Men,4x100m medley relay,M,Bronze
13989,Montreal,1976,Aquatics,Swimming,"NOCKE, Peter",FRG,Men,4x100m medley relay,M,Bronze
13990,Montreal,1976,Aquatics,Swimming,"STEINBACH, Klaus",FRG,Men,4x100m medley relay,M,Bronze
13991,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,4x100m medley relay,M,Gold
13992,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,4x100m medley relay,M,Gold
13993,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,4x100m medley relay,M,Gold
13994,Montreal,1976,Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,4x100m medley relay,M,Gold
13995,Montreal,1976,Aquatics,Swimming,"EVANS, Clayton",CAN,Men,4x100m medley relay,M,Silver
