,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1937,Stockholm,1912,Aquatics,Diving,"BLOMGREN, Gustaf",SWE,Men,10m platform,M,Bronze
1938,Stockholm,1912,Aquatics,Diving,"ADLERZ, Erik",SWE,Men,10m platform,M,Gold
1939,Stockholm,1912,Aquatics,Diving,"ZÜRNER, Albert",GER,Men,10m platform,M,Silver
1940,Stockholm,1912,Aquatics,Diving,"WHITE, Isabella Mary",GBR,Women,10m platform,W,Bronze
1941,Stockholm,1912,Aquatics,Diving,"JOHANSSON, Greta",SWE,Women,10m platform,W,Gold
1942,Stockholm,1912,Aquatics,Diving,"REGNELL, Lisa",SWE,Women,10m platform,W,Silver
1943,Stockholm,1912,Aquatics,Diving,"BEHRENS, Kurt",GER,Men,3m springboard,M,Bronze
1944,Stockholm,1912,Aquatics,Diving,"GÜNTHER, Paul",GER,Men,3m springboard,M,Gold
1945,Stockholm,1912,Aquatics,Diving,"LUBER, Hans",GER,Men,3m springboard,M,Silver
1946,Stockholm,1912,Aquatics,Diving,"JANSSON, John",SWE,Men,plain high diving,M,Bronze
1947,Stockholm,1912,Aquatics,Diving,"ADLERZ, Erik",SWE,Men,plain high diving,M,Gold
1948,Stockholm,1912,Aquatics,Diving,"JOHANSSON, Hjalmar",SWE,Men,plain high diving,M,Silver
1949,Stockholm,1912,Aquatics,Swimming,"KELLNER, Paul",GER,Men,100m backstroke,M,Bronze
1950,Stockholm,1912,Aquatics,Swimming,"HEBNER, Harry J.",USA,Men,100m backstroke,M,Gold
1951,Stockholm,1912,Aquatics,Swimming,"FAHR, Otto",GER,Men,100m backstroke,M,Silver
1952,Stockholm,1912,Aquatics,Swimming,"HUSZAGH, Kenneth",USA,Men,100m freestyle,M,Bronze
1953,Stockholm,1912,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa",USA,Men,100m freestyle,M,Gold
1954,Stockholm,1912,Aquatics,Swimming,"HEALY, Cecil",ANZ,Men,100m freestyle,M,Silver
1955,Stockholm,1912,Aquatics,Swimming,"FLETCHER, Jennie",GBR,Women,100m freestyle,W,Bronze
1956,Stockholm,1912,Aquatics,Swimming,"DURACK, Fanny",ANZ,Women,100m freestyle,W,Gold
1957,Stockholm,1912,Aquatics,Swimming,"WYLIE, Wilhelmina",ANZ,Women,100m freestyle,W,Silver
1958,Stockholm,1912,Aquatics,Swimming,"HARDWICK, Harold H.",ANZ,Men,1500m freestyle,M,Bronze
1959,Stockholm,1912,Aquatics,Swimming,"HODGSON, George Ritchie",CAN,Men,1500m freestyle,M,Gold
1960,Stockholm,1912,Aquatics,Swimming,"HATFIELD, John Gatenby",GBR,Men,1500m freestyle,M,Silver
1961,Stockholm,1912,Aquatics,Swimming,"MALISCH, Kurt Paul",GER,Men,200m breaststroke,M,Bronze
1962,Stockholm,1912,Aquatics,Swimming,"BATHE, Walter",GER,Men,200m breaststroke,M,Gold
1963,Stockholm,1912,Aquatics,Swimming,"LÜTZOW, Willy",GER,Men,200m breaststroke,M,Silver
1964,Stockholm,1912,Aquatics,Swimming,"COURTMAN, Percy",GBR,Men,400m breaststroke,M,Bronze
1965,Stockholm,1912,Aquatics,Swimming,"BATHE, Walter",GER,Men,400m breaststroke,M,Gold
1966,Stockholm,1912,Aquatics,Swimming,"HENNING, Tor",SWE,Men,400m breaststroke,M,Silver
1967,Stockholm,1912,Aquatics,Swimming,"HARDWICK, Harold H.",ANZ,Men,400m freestyle,M,Bronze
1968,Stockholm,1912,Aquatics,Swimming,"HODGSON, George Ritchie",CAN,Men,400m freestyle,M,Gold
